rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean
3673,MONDO_0005148,direct_only,ENSG00000174738,NR1D2,nuclear receptor subfamily 1 group D member 2,0.0383441900216649,,0.0436958558209407,,,,0.2607465851856044,-0.4332046332046332,,0.0,0.0,,1.0,0.0,0.0,,-0.8736024780229773,0.5509500000000003,0.0,-1.0,-1.0,0.0,,,,,,,,3673
3674,MONDO_0005148,direct_only,ENSG00000179041,RRS1,regulator of ribosome synthesis 1,0.0383327929319305,,0.0630545336451594,,,,,-0.4196359624931053,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.534245,,-1.0,-1.0,-1.0,,,,,,,,3674
3675,MONDO_0005148,direct_only,ENSG00000112578,BYSL,bystin like,0.0382917665275745,,0.0623791175276443,,,,0.0121586159522324,-0.5290678433535576,,0.0,0.0,,0.0,0.0,0.0,,-0.668777685007842,0.5308950000000003,,-1.0,-1.0,-1.0,,,,,,,,3675
3676,MONDO_0005148,direct_only,ENSG00000130649,CYP2E1,cytochrome P450 family 2 subfamily E member 1,0.0382803645149594,,,,,,0.3148414644014713,-0.0938775510204081,,0.0,0.0,255.0,1.0,0.0,0.0,,-0.8287979987452523,0.0,0.0,0.0,1.0,0.0,,,,,,,,3676
3677,MONDO_0005148,direct_only,ENSG00000124003,MOGAT1,monoacylglycerol O-acyltransferase 1,0.0382798494153924,,,,,,0.3148372279030983,0.5207942636514065,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,3677
3678,MONDO_0005148,direct_only,ENSG00000141582,CBX4,chromobox 4,0.038261825085131,,0.0614939612816553,,,,0.028876712886552,-0.7083287369001654,0.0,1.0,0.0,,1.0,0.0,0.0,,-0.5493552425610143,0.4375,0.0,-1.0,1.0,0.0,,,,,,,,3678
3679,MONDO_0005148,direct_only,ENSG00000064652,SNX24,sorting nexin 24,0.0382497525756868,,0.0629179385646503,,,,,0.8517374517374516,,0.0,0.0,,0.0,0.0,0.0,,,0.8520699999999998,0.0,-1.0,-1.0,0.0,,,,,,,,3679
3680,MONDO_0005148,direct_only,ENSG00000140157,NIPA2,NIPA magnesium transporter 2,0.0382387849870941,,,,,,0.3144994885710919,-0.4497517926089355,,0.0,0.0,,0.0,0.0,0.0,,,0.7777799999999999,-0.118055,-1.0,-1.0,0.0,,,,,,,,3680
3681,MONDO_0005148,direct_only,ENSG00000198055,GRK6,G protein-coupled receptor kinase 6,0.0382309827457174,,,,,,0.3144353180980107,-0.563265306122449,,1.0,1.0,,1.0,0.0,0.0,,-0.2984323097495084,0.8177100000000003,-0.2578125,-1.0,0.5,0.0,,,,,,,,3681
3682,MONDO_0005148,direct_only,ENSG00000175229,GAL3ST3,galactose-3-O-sulfotransferase 3,0.0381800488464457,,0.062803281222869,,,,,0.7863210148924435,,0.0,0.0,,0.0,0.0,0.0,,,0.7331800000000002,0.0,0.0,0.5,0.0,,,,,,,,3682
3683,MONDO_0005148,direct_only,ENSG00000071537,SEL1L,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,0.0381745191568073,,,,,,0.3139709265165018,-0.6431329288472145,,0.0,0.0,,0.0,0.0,0.0,,-0.7267870496627954,0.6473550000000003,0.0,-1.0,1.0,0.0,,,,,,,,3683
3684,MONDO_0005148,direct_only,ENSG00000121579,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit",0.0381562478093097,,0.0601804244342176,,,,0.0516741177969877,-0.3409817981246552,,1.0,1.0,,1.0,0.0,0.0,,0.0,0.881655,0.0,-1.0,0.5,-1.0,,,,,,,,3684
3685,MONDO_0005148,direct_only,ENSG00000025434,NR1H3,nuclear receptor subfamily 1 group H member 3,0.038131384109348,,,,,,0.3136161571280389,-0.6248207391064534,1.0,1.0,1.0,255.0,1.0,0.0,0.0,0.2,-0.9270816380848328,0.5749450000000003,-0.07718,-1.0,0.5,0.0,,,,,,,,3685
3686,MONDO_0005148,direct_only,ENSG00000212710,CTAGE1,cutaneous T cell lymphoma-associated antigen 1,0.0381281189964671,,0.0627178605628489,,,,,,,0.0,0.0,,0.0,0.0,0.0,,-0.1250770947412433,0.0,-0.7114100000000001,1.0,1.0,0.0,,,,,,,,3686
3687,MONDO_0005148,direct_only,ENSG00000152661,GJA1,gap junction protein alpha 1,0.0381144366688069,,,,,,0.3065817553624676,-0.6638720353006067,,1.0,0.0,,1.0,0.0,0.0,,-0.9895541068978938,0.8691099999999998,0.0,0.0,-1.0,0.0,,,,,,0.0275800620059184,,3687
3688,MONDO_0005148,direct_only,ENSG00000126088,UROD,uroporphyrinogen decarboxylase,0.0381030732522679,,,,,,0.3133833110772109,-0.0939878654164368,,0.0,1.0,255.0,0.0,0.0,0.0,,-0.0220234253186279,0.6457749999999998,0.0,-1.0,-1.0,0.0,,,,,,,,3688
3689,MONDO_0005148,direct_only,ENSG00000055130,CUL1,cullin 1,0.0380667250325242,,,,,,0.3130843607699848,-0.8914506343077772,,0.0,1.0,,0.0,0.0,0.0,,,0.993555,0.0,-1.0,-1.0,-1.0,,,,,,,,3689
3690,MONDO_0005148,direct_only,ENSG00000133216,EPHB2,EPH receptor B2,0.0380313097381979,,,,,,0.3127930834201168,-0.9131825703254276,,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.3233013988334693,0.9746450000000004,-0.3154150000000001,0.0,0.5,0.0,,,,,,,,3690
3691,MONDO_0005148,direct_only,ENSG00000168065,SLC22A11,solute carrier family 22 member 11,0.0380205275506887,0.0607930797611621,,,,,0.0349560208626682,0.2399338113623828,,0.0,0.0,,1.0,1.0,0.0,1.0,,,0.0,0.5,0.75,0.0,,,,,,,,3691
3692,MONDO_0005148,direct_only,ENSG00000095752,IL11,interleukin 11,0.0380198644776448,,,,,,0.3126989504974377,0.8460011031439603,,0.0,0.0,,0.0,0.0,1.0,,-0.2624490635974225,0.3969850000000001,,0.0,0.5,0.0,,,,,,,,3692
3693,MONDO_0005148,direct_only,ENSG00000143190,POU2F1,POU class 2 homeobox 1,0.037969705845512,,,,,,0.3122864147916482,-0.9203530060672918,,1.0,0.0,255.0,0.0,0.0,0.0,,-0.6969597688091689,0.6932099999999999,0.0,-1.0,-1.0,0.0,,,,,,,,3693
3694,MONDO_0005148,direct_only,ENSG00000163632,C3orf49,chromosome 3 open reading frame 49,0.0379525339276018,,0.0624290364572843,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.5,-1.0,,,,,,,,,3694
3695,MONDO_0005148,direct_only,ENSG00000137825,ITPKA,inositol-trisphosphate 3-kinase A,0.0379506338778123,,0.0624259110196572,,,,,-0.4036403750689464,,0.0,0.0,,0.0,0.0,0.0,,,0.6637749999999997,0.0,0.0,0.5,0.0,,,,,,,,3695
3696,MONDO_0005148,direct_only,ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,0.0379394189724745,,,,,,0.3120373167597958,-0.653061224489796,,1.0,0.0,255.0,1.0,1.0,1.0,,-0.9541533088297408,0.6119950000000003,0.0,-1.0,-1.0,0.0,,,,,255.0,,,3696
3697,MONDO_0005148,direct_only,ENSG00000115414,FN1,fibronectin 1,0.0379378135702777,,,,,,0.3120241129362426,-0.7907335907335907,,0.0,0.0,,1.0,0.0,1.0,1.0,-0.962848804710318,0.6023400000000002,0.0,0.0,0.5,0.0,,,,,,,,3697
3698,MONDO_0005148,direct_only,ENSG00000006062,MAP3K14,mitogen-activated protein kinase kinase kinase 14,0.0379120857814396,,,,,,0.3118125116410035,-0.9145063430777716,1.0,1.0,0.0,,1.0,0.0,0.0,,-0.9230731982948228,0.2133049999999997,0.0,-1.0,-1.0,,,,,,,,,3698
3699,MONDO_0005148,direct_only,ENSG00000177889,UBE2N,ubiquitin conjugating enzyme E2 N,0.0379078056950098,,,,,,0.3117773095551199,-0.9607280750137892,0.0,0.0,0.0,,1.0,0.0,0.0,,-0.1030430522392814,1.0,-0.786185,-1.0,-1.0,-1.0,,,,,,,,3699
3700,MONDO_0005148,direct_only,ENSG00000165376,CLDN2,claudin 2,0.0379020845285587,,0.0305291169663679,,,,0.2735688589252295,,,0.0,0.0,,0.0,1.0,0.0,,-0.3220483859011447,0.5652149999999999,0.0,0.0,0.5,0.0,,,,,,,,3700
3701,MONDO_0005148,direct_only,ENSG00000174951,FUT1,fucosyltransferase 1 (H blood group),0.0378950459465918,,,,,,0.3116723654688179,0.9254274682846112,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,3701
3702,MONDO_0005148,direct_only,ENSG00000163687,DNASE1L3,deoxyribonuclease 1L3,0.0378905557252302,,,,,,0.3116354351029013,0.2711527854384996,,0.0,0.0,,1.0,0.0,0.0,,-0.6605159725817741,0.0655749999999997,0.0,0.0,0.75,0.0,,,,,,,,3702
3703,MONDO_0005148,direct_only,ENSG00000081248,CACNA1S,calcium voltage-gated channel subunit alpha1 S,0.0378819351051819,0.0623129067551911,,,,,,-0.5021511307225592,,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.8933558302537975,0.5461849999999998,-0.1270700000000001,0.5,0.75,0.0,,,,,,,,3703
3704,MONDO_0005148,direct_only,ENSG00000163221,S100A12,S100 calcium binding protein A12,0.0378727219218804,,,,,,0.3114887588412291,0.856480970766685,,0.0,1.0,,0.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,,,,,,,,3704
3705,MONDO_0005148,direct_only,ENSG00000163823,CCR1,C-C motif chemokine receptor 1,0.0378679731995605,,,,,,0.3114497024030735,0.9594043022614452,1.0,1.0,0.0,,1.0,1.0,0.0,0.2,-0.9044815409453284,0.0,-0.06338,0.0,0.5,0.0,,,,,,,,3705
3706,MONDO_0005148,direct_only,ENSG00000122852,SFTPA1,surfactant protein A1,0.0377834640971861,,0.056184510819854,,,,0.119328372087861,0.10711527854385,,0.0,0.0,,0.0,0.0,1.0,,-0.6785410813733802,0.0,-0.9193549999999998,0.5,1.0,0.0,,,,,,,,3706
3707,MONDO_0005148,direct_only,ENSG00000012779,ALOX5,arachidonate 5-lipoxygenase,0.0377668158917609,,,,,,0.3106177219523628,-0.0626585769442912,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.2824797081193705,0.6735900000000001,0.0,0.0,0.5,0.0,,,,,,,,3707
3708,MONDO_0005148,direct_only,ENSG00000088854,DNAAF9,dynein axonemal assembly factor 9,0.0377493606956878,,0.0620948319183595,,,,,-0.3645890788747932,,0.0,0.0,255.0,0.0,0.0,0.0,,0.0,0.2523350000000001,,-1.0,-1.0,0.0,,,,,,,,3708
3709,MONDO_0005148,direct_only,ENSG00000161610,HCRT,hypocretin neuropeptide precursor,0.0377018931361346,,,,,,0.3100837569362675,0.8848317705460562,,0.0,0.0,,0.0,0.0,0.0,,-0.887839441869171,0.08397,,1.0,1.0,0.0,,,,,,,,3709
3710,MONDO_0005148,direct_only,ENSG00000105501,SIGLEC5,sialic acid binding Ig like lectin 5,0.0376971451778395,,,,,,0.3100447067819267,0.3288472145615002,,,,,,0.0,0.0,,-0.0522871345222519,,,,,0.0,,,,,,,,3710
3711,MONDO_0005148,direct_only,ENSG00000268500,SIGLEC5,sialic acid binding Ig like lectin 5 ,0.0376971451778395,,,,,,0.3100447067819267,0.3276337562051847,,0.0,0.0,,0.0,,,,,,0.0,0.5,0.75,0.0,,,,,,,,3711
3712,MONDO_0005148,direct_only,ENSG00000169814,BTD,biotinidase,0.0376551400106512,,0.0613319152483316,,,,0.0121586159522324,0.4150027578599007,,1.0,0.0,,1.0,0.0,1.0,,-0.2959188285224243,0.2160600000000002,0.0,-1.0,0.5,0.0,,,,,,,,3712
3713,MONDO_0005148,direct_only,ENSG00000136011,STAB2,stabilin 2,0.0376480820461279,,0.061016340033818,,,,0.0182379239283486,-0.1078874793160507,,0.0,0.0,,0.0,0.0,0.0,,-0.3919596745280165,0.0,0.0,0.5,1.0,0.0,,,,,,,,3713
3714,MONDO_0005148,direct_only,ENSG00000176476,SGF29,SAGA complex associated factor 29,0.0376399115634054,,0.061914796406567,,,,,-0.5916161059018201,,0.0,1.0,,0.0,0.0,0.0,,-0.4342381030090894,0.9146749999999996,,-1.0,-1.0,0.0,,,,,,,,3714
3715,MONDO_0005148,direct_only,ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",0.0375996690215274,,,,,,0.3092430024045942,-0.593050193050193,,1.0,0.0,255.0,1.0,0.0,0.0,,-0.908486228558824,0.6842100000000002,0.0,-1.0,-1.0,0.0,,,,,,,,3715
3716,MONDO_0005148,direct_only,ENSG00000145839,IL9,interleukin 9,0.0375909520398392,,,,,,0.3091713085397454,0.8379481522338665,,0.0,0.0,,0.0,0.0,1.0,0.2,-0.7595391007754537,0.0,,,,0.0,,,,,,,,3716
3717,MONDO_0005148,direct_only,ENSG00000163884,KLF15,KLF transcription factor 15,0.0375746171284488,,,,,,0.3090369600953621,-0.7803640375068946,,0.0,0.0,,0.0,0.0,0.0,,-0.9601974882266656,0.2548099999999998,0.0,0.0,0.5,0.0,,,,,,,,3717
3718,MONDO_0005148,direct_only,ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4,0.0375337003724554,,,,,,0.3087004353119971,-0.2552675124103696,0.0,1.0,1.0,255.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.71173,0.5,1.0,0.0,,,,,,,,3718
3719,MONDO_0005148,direct_only,ENSG00000181939,OR4C15,olfactory receptor family 4 subfamily C member 15,0.0374960612116391,,0.0616781735009149,,,,,0.9190292333149476,,0.0,0.0,,0.0,1.0,0.0,,,0.08228,-0.066455,,,0.0,,,,,,,,3719
3720,MONDO_0005148,direct_only,ENSG00000105825,TFPI2,tissue factor pathway inhibitor 2,0.0374809310174892,,0.0548140640072901,,,,0.1367844294626147,0.5474903474903474,,0.0,0.0,,0.0,0.0,1.0,,-0.632576877725722,0.0,0.0,0.0,1.0,0.0,,,,,,,,3720
3721,MONDO_0005148,direct_only,ENSG00000147246,HTR2C,5-hydroxytryptamine receptor 2C,0.0374511606183637,,,,,,0.1725845146108308,,1.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.9010071148307066,0.5305700000000002,0.0,0.5,0.75,0.0,0.2648754485193832,,,,,,,3721
3722,MONDO_0005148,direct_only,ENSG00000099860,GADD45B,growth arrest and DNA damage inducible beta,0.0374440469373964,,0.0506550945720277,,,,0.2187503879472616,0.1972421400992829,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.1969978284658735,0.65625,0.0,-1.0,-1.0,0.0,,,,,,,,3722
3723,MONDO_0005148,direct_only,ENSG00000275302,CCL4,C-C motif chemokine ligand 4,0.0374367415081076,,,,,,0.3079029854646732,0.641257584114727,,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,-0.7826074999999999,0.0,0.5,0.0,,,,,,,,3723
3724,MONDO_0005148,direct_only,ENSG00000204710,SPDYC,speedy/RINGO cell cycle regulator family member C,0.0374307021300818,,0.0615706627746708,,,,,0.1790402647545503,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,1.0,0.5,,,,,,,,,3724
3725,MONDO_0005148,direct_only,ENSG00000090263,MRPS33,mitochondrial ribosomal protein S33,0.0374080855381375,,0.0566700138173775,,,,0.0972689276178593,0.7227799227799228,,0.0,0.0,,0.0,0.0,0.0,,,0.1037750000000002,,-1.0,-1.0,0.0,,,,,,,,3725
3726,MONDO_0005148,direct_only,ENSG00000095596,CYP26A1,cytochrome P450 family 26 subfamily A member 1,0.0374020723631193,,0.0609156381843529,,,,0.0121586159522324,0.6279095421952565,0.0,1.0,0.0,,1.0,0.0,0.0,0.2,-0.9203458707356325,0.6981900000000003,0.0,1.0,1.0,0.0,,,,,,,,3726
3727,MONDO_0005148,direct_only,ENSG00000085662,AKR1B1,aldo-keto reductase family 1 member B,0.0373972278419419,,,,,,0.3075780005624367,-0.3670159955874241,,1.0,1.0,,1.0,0.0,0.0,1.0,-0.331743857395641,0.2721499999999999,-0.2721524999999999,-1.0,1.0,0.0,,,,,,,,3727
3728,MONDO_0005148,direct_only,ENSG00000115840,SLC25A12,solute carrier family 25 member 12,0.0373714431193264,,0.0599533592076696,,,,0.030396539880581,-0.6601213458356315,,0.0,0.0,,0.0,0.0,0.0,,-0.8165676665721646,0.8303849999999997,-0.4174050000000001,0.0,0.5,0.0,,,,,,,,3728
3729,MONDO_0005148,direct_only,ENSG00000057252,SOAT1,sterol O-acyltransferase 1,0.037336619683297,,0.0525522867969528,,,,0.1772723499345829,0.0332046332046331,,1.0,0.0,,1.0,0.0,0.0,1.0,-0.6641040088399042,0.2727249999999998,0.0,-1.0,1.0,0.0,,,,,,,,3729
3730,MONDO_0005148,direct_only,ENSG00000138311,ZNF365,zinc finger protein 365,0.0373086518997467,,0.0574943405786481,,,,0.0775111766954816,-0.1987865416436844,,0.0,0.0,,0.0,0.0,0.0,,-0.1012954787206396,0.2506149999999998,0.0,0.0,0.75,0.0,,,,,,,,3730
3731,MONDO_0005148,direct_only,ENSG00000172156,CCL11,C-C motif chemokine ligand 11,0.0373009980308451,,,,,,0.3067865469013059,0.8155543298400441,,0.0,0.0,255.0,0.0,0.0,1.0,0.2,0.0,0.0,-0.27835,0.0,0.5,0.0,,,,,,,,3731
3732,MONDO_0005148,direct_only,ENSG00000109667,SLC2A9,solute carrier family 2 member 9,0.037298300484204,,,,,,0.3067643606043479,0.0981798124655266,,0.0,0.0,,0.0,1.0,0.0,,-0.7206958461685437,0.0462949999999999,0.0,0.0,0.5,0.0,,,,,,,,3732
3733,MONDO_0005148,direct_only,ENSG00000150337,FCGR1A,Fc gamma receptor Ia,0.0372824138736089,,0.0505190812285536,,,,0.2161531724841319,-0.3696635410921125,,0.0,0.0,,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,-1.0,,,,,,,,3733
3734,MONDO_0005148,direct_only,ENSG00000247624,CPEB2-DT,CPEB2 divergent transcript,0.0372146381453345,,,,,,0.3060762696308509,,,,,,,,,,,,,,,,,,,,,,,3734
3735,MONDO_0005148,direct_only,ENSG00000178531,CTXN1,cortexin 1,0.0372113488356791,,0.0612098432615545,,,,,0.9685603971318256,,0.0,0.0,,0.0,1.0,0.0,,,0.8170749999999998,0.0,0.0,1.0,0.0,,,,,,,,3735
3736,MONDO_0005148,direct_only,ENSG00000106686,SPATA6L,spermatogenesis associated 6 like,0.0371961135418427,,0.0611847823600567,,,,,0.8240485383342526,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,-1.0,0.0,,,,,,,,3736
3737,MONDO_0005148,direct_only,ENSG00000141504,SAT2,spermidine/spermine N1-acetyltransferase family member 2,0.0371810948999456,,0.05812042384649,,,,0.0607930797611621,0.1901820187534473,,0.0,1.0,,0.0,0.0,0.0,,,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,3737
3738,MONDO_0005148,direct_only,ENSG00000110900,TSPAN11,tetraspanin 11,0.0371336825699801,,0.0610820881519201,,,,,0.2610038610038609,,0.0,0.0,,0.0,0.0,0.0,,,0.3675899999999998,0.0,0.0,0.5,0.0,,,,,,,,3738
3739,MONDO_0005148,direct_only,ENSG00000019169,MARCO,macrophage receptor with collagenous structure,0.0371196781525355,,0.0606022917046779,,,,,0.3085493656922229,,0.0,0.0,,0.0,0.0,0.0,,-0.6359458805366763,0.0,0.0,0.0,0.5,0.0,,,,,,0.009135204878892,,3739
3740,MONDO_0005148,direct_only,ENSG00000138002,IFT172,intraflagellar transport 172,0.0371071788098091,,0.0541992700058207,,,,0.1367844294626147,-0.3737451737451738,,0.0,0.0,,0.0,0.0,0.0,,-0.9629425519474528,0.7941699999999997,0.0,-1.0,-1.0,0.0,,,,,,,,3740
3741,MONDO_0005148,direct_only,ENSG00000166260,COX11,cytochrome c oxidase copper chaperone COX11,0.0371017109675142,,,,,,0.3051474864678331,-0.3009376723662438,,0.0,0.0,,0.0,0.0,0.0,,,0.1666649999999997,0.0,-1.0,-1.0,0.0,,,,,,,,3741
3742,MONDO_0005148,direct_only,ENSG00000119121,TRPM6,transient receptor potential cation channel subfamily M member 6,0.0370756123527797,,,,,,0.3049328352703858,-0.6963044677330392,,1.0,0.0,,1.0,1.0,0.0,,-0.8528693597509476,0.0,0.0,0.5,1.0,0.0,,,,,,,,3742
3743,MONDO_0005148,direct_only,ENSG00000167749,KLK4,kallikrein related peptidase 4,0.0370426588238084,,,,,,0.3046618050059154,0.6613348041919471,,1.0,1.0,,1.0,0.0,1.0,,-0.527026910333056,0.0,0.0,0.0,1.0,0.0,,,,,,,,3743
3744,MONDO_0005148,direct_only,ENSG00000178741,COX5A,cytochrome c oxidase subunit 5A,0.0370422123697978,,,,,,0.304658133091181,-0.2530612244897959,,0.0,0.0,,0.0,0.0,0.0,,,0.2666649999999997,,-1.0,0.5,0.0,,,,,,,,3744
3745,MONDO_0005148,direct_only,ENSG00000214456,PLIN5,perilipin 5,0.0370352590790107,,,,,,0.304600944914382,0.7008273579702151,,1.0,0.0,,1.0,0.0,0.0,,-0.9201439728454628,0.0,0.0,0.0,0.5,0.0,,,,,,,,3745
3746,MONDO_0005148,direct_only,ENSG00000189052,CGB5,chorionic gonadotropin subunit beta 5,0.0370181322851838,,,,,,0.3044600835376085,0.0273579702151129,,,,,,0.0,1.0,,-0.2545035914626448,,-1.0,0.5,0.75,,,,,,,,,3746
3747,MONDO_0005148,direct_only,ENSG00000227802,DNAJB3,DnaJ heat shock protein family (Hsp40) member B3,0.0370062173156056,,,,,,0.3043620874365309,,,,,,,,,,-0.170737797500802,,,,,,,,,,,,,3747
3748,MONDO_0005148,direct_only,ENSG00000293135,DNAJB3,DnaJ heat shock protein family (Hsp40) member B3 ,0.0370062173156056,,,,,,0.3043620874365309,,,,,,,,,,,,,,,,,,,,,,,3748
3749,MONDO_0005148,direct_only,ENSG00000105383,CD33,CD33 molecule,0.0369902210446843,,,,,,0.3042305241814356,0.188527302813017,,0.0,0.0,,0.0,1.0,0.0,1.0,-0.8065639751303407,,0.0,0.0,0.5,0.0,,,,,,,,3749
3750,MONDO_0005148,direct_only,ENSG00000163938,GNL3,G protein nucleolar 3,0.0369890216700226,,0.0608441319560408,,,,,0.5881963596249311,,0.0,0.0,,0.0,0.0,0.0,,-0.6792238176215878,0.0,0.0,-1.0,-1.0,-1.0,,,,,,,,3750
3751,MONDO_0005148,direct_only,ENSG00000150637,CD226,CD226 molecule,0.0369774910719118,,,,,,0.3041258249885136,0.0768891340319912,,0.0,0.0,,0.0,1.0,0.0,,-0.5618444456045446,0.0,0.0,0.0,0.75,0.0,,,,,,,,3751
3752,MONDO_0005148,direct_only,ENSG00000142677,IL22RA1,interleukin 22 receptor subunit alpha 1,0.0369735899512235,,,,,,0.3040937397519729,0.1869829012686155,,0.0,0.0,,0.0,1.0,0.0,0.2,-0.0537322466794323,0.0,0.0,0.0,1.0,0.0,,,,,,,,3752
3753,MONDO_0005148,direct_only,ENSG00000181072,CHRM2,cholinergic receptor muscarinic 2,0.0369579854684701,0.0607930797611621,,,,,,-0.6265857694429122,0.0,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.7590473586094767,0.8175950000000001,0.0,0.5,0.5,0.0,,,,,,,,3753
3754,MONDO_0005148,direct_only,ENSG00000079841,RIMS1,regulating synaptic membrane exocytosis 1,0.0369579854684701,,,,,,0.3039653988058105,-0.6940981798124655,,0.0,0.0,,0.0,1.0,0.0,,-0.7841917237062962,0.5094549999999998,0.0,0.5,1.0,0.0,,,,,,,,3754
3755,MONDO_0005148,direct_only,ENSG00000105655,ISYNA1,inositol-3-phosphate synthase 1,0.0369568615464181,,,,,,0.303956154973647,0.0614451185879756,,0.0,0.0,,0.0,0.0,0.0,,-0.7579390241765538,0.4175649999999997,,0.0,0.5,0.0,,,,,,,,3755
3756,MONDO_0005148,direct_only,ENSG00000134115,CNTN6,contactin 6,0.0369525394290572,,0.0607841214398625,,,,,0.5281853281853282,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.4552549999999996,-0.0053499999999999,0.5,0.5,0.0,,,,,,,,3756
3757,MONDO_0005148,direct_only,ENSG00000080819,CPOX,coproporphyrinogen oxidase,0.0369038304256489,,,,,,0.3035199941394075,-0.2868174296745726,,1.0,0.0,,0.0,0.0,0.0,,-0.7571047335218067,0.0,,-1.0,-1.0,0.0,,,,,,,,3757
3758,MONDO_0005148,direct_only,ENSG00000106991,ENG,endoglin,0.0368918332503513,,,,,,0.3034213219274984,-0.821842250413679,,0.0,0.0,,0.0,1.0,0.0,0.7,-0.972710210943742,0.0,0.0,-1.0,0.5,0.0,,,,,,,,3758
3759,MONDO_0005148,direct_only,ENSG00000184828,ZBTB7C,zinc finger and BTB domain containing 7C,0.0368881186594116,,,,,,0.3033907708273215,-0.5334804191947049,,0.0,0.0,,0.0,,,,,0.7011299999999998,0.0,0.0,0.5,0.0,,,,,,,,3759
3760,MONDO_0005148,direct_only,ENSG00000249222,ATP5MGL,ATP synthase membrane subunit g like,0.0368788893045875,,0.0606629725775921,,,,,0.8700496414782128,,0.0,0.0,,0.0,0.0,0.0,,-0.6009292344978884,0.0,-0.725,1.0,0.5,0.0,,,,,,,,3760
3761,MONDO_0005148,direct_only,ENSG00000132793,LPIN3,lipin 3,0.0368517954059016,,0.0574267684841167,,,,0.0638327337492202,0.0471042471042471,,0.0,0.0,,0.0,0.0,0.0,,-0.2221306667546727,0.0423050000000003,0.0,0.0,-1.0,0.0,,,,,,,,3761
3762,MONDO_0005148,direct_only,ENSG00000164187,LMBRD2,LMBR1 domain containing 2,0.0368412973690709,,0.0606011366981397,,,,,-0.3299503585217871,,0.0,0.0,,0.0,0.0,0.0,,,0.7266199999999998,,-1.0,-1.0,0.0,,,,,,,,3762
3763,MONDO_0005148,direct_only,ENSG00000146839,ZAN,zonadhesin,0.0367796680177111,,0.0604997610948606,,,,,0.1545504688361831,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,3763
3764,MONDO_0005148,direct_only,ENSG00000187522,HSPA14,heat shock protein family A (Hsp70) member 14,0.0367790188652877,,,,,,0.3024934664420818,-0.3477109762824049,,0.0,0.0,,0.0,0.0,0.0,,,0.5481349999999999,0.0,-1.0,-1.0,0.0,,,,,,,,3764
3765,MONDO_0005148,direct_only,ENSG00000137486,ARRB1,arrestin beta 1,0.0367758647289672,,,,,,0.3024675248683619,-0.5541092112520685,,0.0,0.0,,1.0,0.0,0.0,,-0.7597432351035623,0.8684199999999997,-0.3899525,-1.0,-1.0,0.0,,,,,,,,3765
3766,MONDO_0005148,direct_only,ENSG00000151882,CCL28,C-C motif chemokine ligand 28,0.0367423972199041,,,,,,0.3021922673127766,0.4370656370656371,,0.0,0.0,,0.0,0.0,1.0,,-0.8020332214068578,0.0,0.0,0.0,1.0,0.0,,,,,,,,3766
3767,MONDO_0005148,direct_only,ENSG00000106588,PSMA2,proteasome 20S subunit alpha 2,0.0367411404120281,,,,,,0.3021819305451638,-0.9281853281853282,,1.0,0.0,,1.0,0.0,0.0,1.0,,0.9786299999999996,0.0,-1.0,-1.0,-1.0,,,,,,,,3767
