rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP
3624,MONDO_0005148,direct_only,ENSG00000113013,HSPA9,heat shock protein family A (Hsp70) member 9,0.03926481640213824,,,,,,0.3229382074110902,-0.6597904026475455,,1,0,,1,0,0,,-0.2968332104456023,0.9189999999999998,0,-1,-1,-1,,,,,,,
3625,MONDO_0005148,direct_only,ENSG00000229807,XIST,X inactive specific transcript,0.03925318410159355,,,,,,0.3228425361554934,,,,,,,,,,-0.5172764477646086,,,,,,,,,,,,
3626,MONDO_0005148,direct_only,ENSG00000138061,CYP1B1,cytochrome P450 family 1 subfamily B member 1,0.03922090806660413,,,,,,0.3225770780218027,0.2144511858797573,0,1,0,255,1,0,0,,-0.14741359860466624,0.05156500000000008,0,0,-1,0,,,,,,,
3627,MONDO_0005148,direct_only,ENSG00000085563,ABCB1,ATP binding cassette subfamily B member 1,0.039202971282147794,,,,,,0.3224295547796277,-0.6017650303364589,0,1,0,255,1,1,0,0.7,-0.8508480528094389,0.3632800000000003,-0.40039000000000013,0,0.5,0,,,,,,,
3628,MONDO_0005148,direct_only,ENSG00000165688,PMPCA,"peptidase, mitochondrial processing subunit alpha",0.03917546459657839,,,,,,0.3222033227341592,0.24997242140099285,,0,0,,0,0,0,,-0.6159296494065005,0.5523800000000001,0,-1,-1,-1,,,,,,,
3629,MONDO_0005148,direct_only,ENSG00000149091,DGKZ,diacylglycerol kinase zeta,0.03916957813784715,,0.06146731913083936,,,,0.05927325276713306,-0.7387755102040816,,0,0,,1,0,0,,-0.2447758709530498,0.6012949999999997,-0.07058250000000008,-1,0.5,0,,,,,,,
3630,MONDO_0005148,direct_only,ENSG00000158169,FANCC,FA complementation group C,0.03914766669850596,,0.06439493911528331,,,,,0.09895201323772751,,0,0,,0,0,0,,0,0,,0,0.5,0,,,,,,,
3631,MONDO_0005148,direct_only,ENSG00000147896,IFNK,interferon kappa,0.03910628062094334,,0.04817925426266647,,,,0.26141024297299703,0.763265306122449,,0,0,,0,0,1,,0,0,0,,,0,,,,,,,
3632,MONDO_0005148,direct_only,ENSG00000242802,AP5Z1,adaptor related protein complex 5 subunit zeta 1,0.03904274756242188,,0.06255054540982848,,,,0.03343619386863916,0.7622724765581907,,0,0,,0,0,0,,-0.2967185957830673,0,0,0,-1,0,,,,,,,
3633,MONDO_0005148,direct_only,ENSG00000182871,COL18A1,collagen type XVIII alpha 1 chain,0.03904139140275077,,,,,,0.3211006216178944,0.05659128516271372,,0,0,,0,0,1,1,-0.8934884720984734,0,0,-1,0.5,0,,,,,,,
3634,MONDO_0005148,direct_only,ENSG00000165240,ATP7A,ATPase copper transporting alpha,0.039003609964150004,,,,,,0.32078988362971217,,,0,0,255,0,0,0,,-0.9802862363744421,0.4666649999999997,0,0,-1,0,,,,,,,
3635,MONDO_0005148,direct_only,ENSG00000162267,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3,0.038964163664384203,,0.055126111293336166,,,,0.1793395852954282,0.10215113072255932,,0,0,,0,0,1,,,0.2471899999999998,0,0,1,0,,,,,,,
3636,MONDO_0005148,direct_only,ENSG00000171428,NAT1,N-acetyltransferase 1,0.03895987634801231,,,,,,0.3204301912411252,0.9361279646993932,,1,1,,1,0,0,,-0.2035914972095168,0.10345000000000013,-0.5172425,0,-1,0,,,,,,,
3637,MONDO_0005148,direct_only,ENSG00000142748,FCN3,ficolin 3,0.03895580481832448,,,,,,0.3203967044552622,0.4090457804743519,,0,1,,0,0,1,,,,0,0,0.75,0,,,,,,,
3638,MONDO_0005148,direct_only,ENSG00000134575,ACP2,"acid phosphatase 2, lysosomal",0.03895488464375874,,0.033220311641866576,,,,0.27886374681648435,-0.28041919470490895,,0,0,,0,0,0,,-0.34123906019290273,0.468085,0,-1,-1,0,,,,,,,
3639,MONDO_0005148,direct_only,ENSG00000187838,PLSCR3,phospholipid scramblase 3,0.0389167586982991,,,,,,,-0.23364589078874798,,0,0,,0,0,0,,-0.2902503103300966,0.6610149999999997,0,-1,-1,0,0.3200755649425185,,,,,,
3640,MONDO_0005148,direct_only,ENSG00000090512,FETUB,fetuin B,0.038907371386617054,,,,,,0.3199983578679721,0.37440706012134584,,0,0,,0,0,1,,0,0,0,0.5,1,0,,,,,,,
3641,MONDO_0005148,direct_only,ENSG00000184470,TXNRD2,thioredoxin reductase 2,0.03888605772050926,,0.043700284415454614,,,,0.2651977055369812,0.3632653061224489,,1,0,,1,0,0,,-0.8575444940925991,0.20801500000000034,0,-1,-1,0,,,,,,,
3642,MONDO_0005148,direct_only,ENSG00000179097,HTR1F,5-hydroxytryptamine receptor 1F,0.03888153826429816,,0.06395717804896896,,,,,0.07479316050744633,0,1,0,,1,1,0,1,0,0.7131149999999998,0,0.5,0.5,0,,,,,,,
3643,MONDO_0005148,direct_only,ENSG00000072518,MARK2,microtubule affinity regulating kinase 2,0.038853544805969635,,,,,,0.3195556546782432,-0.8977385548814121,,1,0,,1,1,0,,-0.9004318810833447,0.8413699999999998,-0.11484750000000013,-1,-1,0,,,,,,,
3644,MONDO_0005148,direct_only,ENSG00000188710,QRFP,pyroglutamylated RFamide peptide,0.038811620623610446,,0.06384216883910099,,,,,0.6645339216767787,,0,0,,0,0,1,,-0.2599240491862176,0,,0.5,-1,0,,,,,,,
3645,MONDO_0005148,direct_only,ENSG00000102001,CACNA1F,calcium voltage-gated channel subunit alpha1 F,0.03880588474189369,0.06231290675519117,,,,,0.030396539880581056,,,1,0,,1,0,0,1,-0.34119834357716955,0.6108849999999997,-0.19125000000000014,0.5,1,0,,,,,,,
3646,MONDO_0005148,direct_only,ENSG00000233276,GPX1,glutathione peroxidase 1,0.038780558410653435,,,,,,0.31895536928718443,0.5895201323772752,,0,0,,0,0,1,,-0.34078547261765096,0.2610849999999999,-0.06403999999999996,-1,-1,0,,,,,,,
3647,MONDO_0005148,direct_only,ENSG00000117691,NENF,neudesin neurotrophic factor,0.03877508642066996,,,,,,0.3189103642470962,0.4447876447876449,,0,0,,0,0,1,,-0.1250770947412433,0.5348849999999998,,-1,-1,0,,,,,,,
3648,MONDO_0005148,direct_only,ENSG00000174840,PDE12,phosphodiesterase 12,0.03875590623608857,,0.05949500731891242,,,,0.08511031166562696,-0.35631549917264205,,0,0,,1,0,0,,,0.4170749999999998,0,-1,-1,0,,,,,,,
3649,MONDO_0005148,direct_only,ENSG00000130544,ZNF557,zinc finger protein 557,0.03872311078041702,,0.06369657686787474,,,,,0.443353557639272,,0,0,,0,0,0,,-0.17665677748815223,,-0.32558250000000016,0,-1,0,,,,,,,
3650,MONDO_0005148,direct_only,ENSG00000185803,SLC52A2,solute carrier family 52 member 2,0.03869905130135794,,,,,,0.318285004258667,-0.025151682294539457,,0,0,,0,1,0,,-0.5756594462782788,0.13483000000000017,-0.6573025000000001,-1,-1,0,,,,,,,
3651,MONDO_0005148,direct_only,ENSG00000109738,GLRB,glycine receptor beta,0.03866745361969574,,0.06360502506470907,,,,,-0.37275234418091563,,1,0,,1,1,0,1,-0.887395570545193,0.8390349999999998,0,0,0.5,0,,,,,,,
3652,MONDO_0005148,direct_only,ENSG00000105516,DBP,D-box binding PAR bZIP transcription factor,0.038665191235815494,,,,,,0.3180065180750795,0.13800330943188088,,0,0,,0,0,0,,,0.6307699999999997,0,-1,-1,0,,,,,,,
3653,MONDO_0005148,direct_only,ENSG00000181104,F2R,coagulation factor II thrombin receptor,0.03865568040193852,,,,,,0.31792829507737697,-0.15366795366795372,1,1,0,,1,1,0,1,-0.9505194690162067,0,0,0,0.5,0,,,,,,,
3654,MONDO_0005148,direct_only,ENSG00000171860,C3AR1,complement C3a receptor 1,0.03862648161087119,,,,,,0.31768814610662205,0.7324875896304468,0,1,0,,1,1,0,,-0.7119471662350787,0,0,0,0.5,0,,,,,,,
3655,MONDO_0005148,direct_only,ENSG00000204315,FKBPL,FKBP prolyl isomerase like,0.03862109481455134,,,,,,0.317643841752072,0.6014340871483728,,0,0,,0,0,0,,,0,0,-1,-1,0,,,,,,,
3656,MONDO_0005148,direct_only,ENSG00000183762,KREMEN1,kringle containing transmembrane protein 1,0.0386062178375839,,0.061617178335371905,,,,0.037742370351721476,-0.20937672366243798,,0,0,,0,1,0,,-0.17621974472451174,0.6943249999999999,0,-1,-1,0,,,,,,,
3657,MONDO_0005148,direct_only,ENSG00000111676,ATN1,atrophin 1,0.03859262261087798,,,,,,0.3174096686867724,-0.8441257584114727,,0,0,,0,0,0,,-0.8870723516304102,0.6428550000000002,0,-1,-1,0,,,,,,,
3658,MONDO_0005148,direct_only,ENSG00000013810,TACC3,transforming acidic coiled-coil containing protein 3,0.038541272321165096,,0.06339746640996355,,,,,-0.34429123000551576,1,0,0,,0,0,0,,-0.7873497254564068,0,0,-1,0.5,0,,,,,,,
3659,MONDO_0005148,direct_only,ENSG00000149452,SLC22A8,solute carrier family 22 member 8,0.038500468056425076,0.06079307976116211,,,,,0.05074533463397004,0.059680088251516716,,1,0,,1,1,0,1,-0.17073779750080204,0,0,0.5,0.75,0,,,,,,,
3660,MONDO_0005148,direct_only,ENSG00000077420,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,0.03848365907279028,,0.06330269699113962,,,,,-0.5881963596249311,,0,0,,0,1,0,,-0.289185739793931,0.046544999999999705,0,0,0.5,0,,,,,,,
3661,MONDO_0005148,direct_only,ENSG00000164458,TBXT,T-box transcription factor T,0.03847862954871571,,0.05271662724195753,,,,0.21155593127973601,-0.4817429674572532,,0,0,,0,0,0,,-0.9659479941141693,0.5527500000000003,0,0.5,0.75,0,,,,,,,1
3662,MONDO_0005148,direct_only,ENSG00000279050,PWAR1,Prader Willi/Angelman region RNA 1,0.03846969661492906,,,,,,0.31639864904085324,,,,,,,,,,,,,,,,,,,,,,
3663,MONDO_0005148,direct_only,ENSG00000144306,SCRN3,secernin 3,0.038465735991316696,,0.06327321488307075,,,,,0.382680639823497,,0,0,,0,0,0,,0,0.04480999999999966,0,-1,-1,0,,,,,,,
3664,MONDO_0005148,direct_only,ENSG00000160791,CCR5,C-C motif chemokine receptor 5,0.03845474377858219,,,,,,0.31627566763897647,0.7373414230557087,1,1,0,,1,1,0,1,-0.9378199235698678,0.11931999999999973,-0.3323875000000001,0,0.5,0,,,,,,,
3665,MONDO_0005148,direct_only,ENSG00000124767,GLO1,glyoxalase I,0.038452050206856714,,,,,,0.31625351403419066,,,1,0,,1,1,0,,-0.17073779750080204,0.5108699999999999,0,-1,-1,0,,,,,,,
3666,MONDO_0005148,direct_only,ENSG00000185813,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",0.038442010616041744,,,,,,0.31617094221142394,-0.11340319911748487,,0,1,,0,0,0,,-0.3074028175658705,0.575835,0,-1,0.5,0,,,,,,,
3667,MONDO_0005148,direct_only,ENSG00000118961,LDAH,lipid droplet associated hydrolase,0.038436983062026926,,0.06322591849768819,,,,,0.3482625482625483,,0,0,,0,0,0,,0,0,,-1,-1,0,,,,,,,
3668,MONDO_0005148,direct_only,ENSG00000187094,CCK,cholecystokinin,0.03843678746382652,,,,,,0.31612798376750445,0.7667953667953669,,0,0,255,0,0,1,,0,0.043480000000000275,,0.5,0.75,0,,,,,,,
3669,MONDO_0005148,direct_only,ENSG00000197632,SERPINB2,serpin family B member 2,0.03842080581882002,,,,,,0.31040822821042097,0.11472697186982894,,0,0,,0,0,1,,-0.24442593177398858,0,0,0,0.5,0,,,,,,0.022353250378337627,
3670,MONDO_0005148,direct_only,ENSG00000138185,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,0.03835246731145599,,,,,,0.3154344825277104,-0.38554881412024267,,1,0,,1,0,0,,-0.8826237254836311,0,0,-1,-1,0,,,,,,,
3671,MONDO_0005148,direct_only,ENSG00000166278,C2,complement C2,0.03835230857125975,,,,,,0.3154331769498645,-0.1018201875344732,,0,0,,1,0,1,,0,0,0,0,1,0,,,,,,,
3672,MONDO_0005148,direct_only,ENSG00000112964,GHR,growth hormone receptor,0.03834550697690275,,,,,,0.3153772364186089,-0.5031439602868174,,0,0,,0,1,1,1,-0.9390646860478047,0,0,0,0.5,0,,,,,,,
3673,MONDO_0005148,direct_only,ENSG00000174738,NR1D2,nuclear receptor subfamily 1 group D member 2,0.03834419002166492,,0.043695855820940765,,,,0.2607465851856044,-0.4332046332046332,,0,0,,1,0,0,,-0.8736024780229773,0.5509500000000003,0,-1,-1,0,,,,,,,
3674,MONDO_0005148,direct_only,ENSG00000179041,RRS1,regulator of ribosome synthesis 1,0.038332792931930544,,0.0630545336451594,,,,,-0.4196359624931053,,0,0,,0,0,0,,0,0.534245,,-1,-1,-1,,,,,,,
3675,MONDO_0005148,direct_only,ENSG00000112578,BYSL,bystin like,0.03829176652757458,,0.06237911752764434,,,,0.012158615952232422,-0.5290678433535576,,0,0,,0,0,0,,-0.668777685007842,0.5308950000000003,,-1,-1,-1,,,,,,,
3676,MONDO_0005148,direct_only,ENSG00000130649,CYP2E1,cytochrome P450 family 2 subfamily E member 1,0.03828036451495946,,,,,,0.31484146440147137,-0.09387755102040818,,0,0,255,1,0,0,,-0.8287979987452523,0,0,0,1,0,,,,,,,
3677,MONDO_0005148,direct_only,ENSG00000124003,MOGAT1,monoacylglycerol O-acyltransferase 1,0.038279849415392454,,,,,,0.3148372279030983,0.5207942636514065,,0,0,,0,0,0,,0,0,0,0.5,1,0,,,,,,,
3678,MONDO_0005148,direct_only,ENSG00000141582,CBX4,chromobox 4,0.03826182508513103,,0.06149396128165532,,,,0.028876712886552,-0.7083287369001654,0,1,0,,1,0,0,,-0.5493552425610143,0.4375,0,-1,1,0,,,,,,,
3679,MONDO_0005148,direct_only,ENSG00000064652,SNX24,sorting nexin 24,0.03824975257568686,,0.06291793856465035,,,,,0.8517374517374516,,0,0,,0,0,0,,,0.8520699999999998,0,-1,-1,0,,,,,,,
3680,MONDO_0005148,direct_only,ENSG00000140157,NIPA2,NIPA magnesium transporter 2,0.03823878498709417,,,,,,0.31449948857109195,-0.4497517926089355,,0,0,,0,0,0,,,0.7777799999999999,-0.11805500000000002,-1,-1,0,,,,,,,
3681,MONDO_0005148,direct_only,ENSG00000198055,GRK6,G protein-coupled receptor kinase 6,0.038230982745717484,,,,,,0.3144353180980107,-0.563265306122449,,1,1,,1,0,0,,-0.2984323097495084,0.8177100000000003,-0.2578125,-1,0.5,0,,,,,,,
3682,MONDO_0005148,direct_only,ENSG00000175229,GAL3ST3,galactose-3-O-sulfotransferase 3,0.0381800488464457,,0.062803281222869,,,,,0.7863210148924435,,0,0,,0,0,0,,,0.7331800000000002,0,0,0.5,0,,,,,,,
3683,MONDO_0005148,direct_only,ENSG00000071537,SEL1L,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,0.03817451915680732,,,,,,0.3139709265165018,-0.6431329288472145,,0,0,,0,0,0,,-0.7267870496627954,0.6473550000000003,0,-1,1,0,,,,,,,
3684,MONDO_0005148,direct_only,ENSG00000121579,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit",0.03815624780930979,,0.06018042443421762,,,,0.051674117796987794,-0.34098179812465523,,1,1,,1,0,0,,0,0.881655,0,-1,0.5,-1,,,,,,,
3685,MONDO_0005148,direct_only,ENSG00000025434,NR1H3,nuclear receptor subfamily 1 group H member 3,0.03813138410934804,,,,,,0.3136161571280389,-0.6248207391064534,1,1,1,255,1,0,0,0.2,-0.9270816380848329,0.5749450000000003,-0.07718000000000007,-1,0.5,0,,,,,,,
3686,MONDO_0005148,direct_only,ENSG00000212710,CTAGE1,cutaneous T cell lymphoma-associated antigen 1,0.03812811899646717,,0.0627178605628489,,,,,,,0,0,,0,0,0,,-0.1250770947412433,0,-0.7114100000000001,1,1,0,,,,,,,
3687,MONDO_0005148,direct_only,ENSG00000152661,GJA1,gap junction protein alpha 1,0.03811443666880696,,,,,,0.3065817553624676,-0.6638720353006067,,1,0,,1,0,0,,-0.9895541068978938,0.8691099999999998,0,0,-1,0,,,,,,0.027580062005918463,
3688,MONDO_0005148,direct_only,ENSG00000126088,UROD,uroporphyrinogen decarboxylase,0.03810307325226792,,,,,,0.3133833110772109,-0.09398786541643689,,0,1,255,0,0,0,,-0.022023425318627998,0.6457749999999998,0,-1,-1,0,,,,,,,
3689,MONDO_0005148,direct_only,ENSG00000055130,CUL1,cullin 1,0.038066725032524285,,,,,,0.31308436076998486,-0.8914506343077772,,0,1,,0,0,0,,,0.993555,0,-1,-1,-1,,,,,,,
3690,MONDO_0005148,direct_only,ENSG00000133216,EPHB2,EPH receptor B2,0.038031309738197995,,,,,,0.31279308342011686,-0.9131825703254275,,1,0,255,1,1,0,1,-0.3233013988334693,0.9746450000000003,-0.3154150000000001,0,0.5,0,,,,,,,
3691,MONDO_0005148,direct_only,ENSG00000168065,SLC22A11,solute carrier family 22 member 11,0.0380205275506887,0.06079307976116211,,,,,0.03495602086266821,0.2399338113623828,,0,0,,1,1,0,1,,,0,0.5,0.75,0,,,,,,,
3692,MONDO_0005148,direct_only,ENSG00000095752,IL11,interleukin 11,0.038019864477644834,,,,,,0.31269895049743773,0.8460011031439603,,0,0,,0,0,1,,-0.2624490635974225,0.3969850000000001,,0,0.5,0,,,,,,,
3693,MONDO_0005148,direct_only,ENSG00000143190,POU2F1,POU class 2 homeobox 1,0.03796970584551205,,,,,,0.3122864147916482,-0.9203530060672918,,1,0,255,0,0,0,,-0.6969597688091689,0.6932099999999999,0,-1,-1,0,,,,,,,
3694,MONDO_0005148,direct_only,ENSG00000163632,C3orf49,chromosome 3 open reading frame 49,0.03795253392760186,,0.06242903645728438,,,,,,,0,0,,0,0,0,,,0,,0.5,-1,,,,,,,,
3695,MONDO_0005148,direct_only,ENSG00000137825,ITPKA,inositol-trisphosphate 3-kinase A,0.03795063387781231,,0.06242591101965725,,,,,-0.40364037506894646,,0,0,,0,0,0,,,0.6637749999999997,0,0,0.5,0,,,,,,,
3696,MONDO_0005148,direct_only,ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,0.03793941897247454,,,,,,0.3120373167597958,-0.653061224489796,,1,0,255,1,1,1,,-0.9541533088297407,0.6119950000000003,0,-1,-1,0,,,,,255,,
3697,MONDO_0005148,direct_only,ENSG00000115414,FN1,fibronectin 1,0.0379378135702777,,,,,,0.3120241129362426,-0.7907335907335907,,0,0,,1,0,1,1,-0.9628488047103179,0.6023400000000002,0,0,0.5,0,,,,,,,
3698,MONDO_0005148,direct_only,ENSG00000006062,MAP3K14,mitogen-activated protein kinase kinase kinase 14,0.03791208578143964,,,,,,0.31181251164100354,-0.9145063430777717,1,1,0,,1,0,0,,-0.9230731982948228,0.21330499999999972,0,-1,-1,,,,,,,,
3699,MONDO_0005148,direct_only,ENSG00000177889,UBE2N,ubiquitin conjugating enzyme E2 N,0.037907805695009865,,,,,,0.3117773095551199,-0.9607280750137893,0,0,0,,1,0,0,,-0.1030430522392814,1,-0.786185,-1,-1,-1,,,,,,,
3700,MONDO_0005148,direct_only,ENSG00000165376,CLDN2,claudin 2,0.03790208452855879,,0.0305291169663679,,,,0.2735688589252295,,,0,0,,0,1,0,,-0.3220483859011447,0.5652149999999999,0,0,0.5,0,,,,,,,
3701,MONDO_0005148,direct_only,ENSG00000174951,FUT1,fucosyltransferase 1 (H blood group),0.03789504594659183,,,,,,0.3116723654688179,0.9254274682846111,,0,0,,0,0,0,,0,0,0,0,0.5,0,,,,,,,
3702,MONDO_0005148,direct_only,ENSG00000163687,DNASE1L3,deoxyribonuclease 1L3,0.037890555725230285,,,,,,0.31163543510290137,0.27115278543849963,,0,0,,1,0,0,,-0.6605159725817741,0.06557499999999976,0,0,0.75,0,,,,,,,
3703,MONDO_0005148,direct_only,ENSG00000081248,CACNA1S,calcium voltage-gated channel subunit alpha1 S,0.03788193510518194,0.06231290675519117,,,,,,-0.5021511307225592,,1,0,255,1,1,0,1,-0.8933558302537975,0.5461849999999998,-0.12707000000000016,0.5,0.75,0,,,,,,,
3704,MONDO_0005148,direct_only,ENSG00000163221,S100A12,S100 calcium binding protein A12,0.03787272192188046,,,,,,0.3114887588412291,0.856480970766685,,0,1,,0,1,1,,,,0,0,1,0,,,,,,,
3705,MONDO_0005148,direct_only,ENSG00000163823,CCR1,C-C motif chemokine receptor 1,0.0378679731995605,,,,,,0.3114497024030735,0.9594043022614451,1,1,0,,1,1,0,0.2,-0.9044815409453283,0,-0.06338000000000008,0,0.5,0,,,,,,,
3706,MONDO_0005148,direct_only,ENSG00000122852,SFTPA1,surfactant protein A1,0.037783464097186116,,0.05618451081985407,,,,0.11932837208786105,0.10711527854385006,,0,0,,0,0,1,,-0.6785410813733802,0,-0.9193549999999998,0.5,1,0,,,,,,,
3707,MONDO_0005148,direct_only,ENSG00000012779,ALOX5,arachidonate 5-lipoxygenase,0.03776681589176093,,,,,,0.3106177219523628,-0.06265857694429122,0,1,0,,1,0,0,1,-0.28247970811937057,0.6735900000000001,0,0,0.5,0,,,,,,,
3708,MONDO_0005148,direct_only,ENSG00000088854,DNAAF9,dynein axonemal assembly factor 9,0.03774936069568789,,0.062094831918359586,,,,,-0.3645890788747932,,0,0,255,0,0,0,,0,0.2523350000000001,,-1,-1,0,,,,,,,
3709,MONDO_0005148,direct_only,ENSG00000161610,HCRT,hypocretin neuropeptide precursor,0.03770189313613463,,,,,,0.3100837569362675,0.8848317705460562,,0,0,,0,0,0,,-0.887839441869171,0.08397000000000006,,1,1,0,,,,,,,
3710,MONDO_0005148,direct_only,ENSG00000105501,SIGLEC5,sialic acid binding Ig like lectin 5,0.037697145177839585,,,,,,0.31004470678192675,0.32884721456150023,,,,,,0,0,,-0.05228713452225198,,,,,0,,,,,,,
3711,MONDO_0005148,direct_only,ENSG00000268500,SIGLEC5,sialic acid binding Ig like lectin 5 ,0.037697145177839585,,,,,,0.31004470678192675,0.32763375620518476,,0,0,,0,,,,,,0,0.5,0.75,0,,,,,,,
3712,MONDO_0005148,direct_only,ENSG00000169814,BTD,biotinidase,0.03765514001065129,,0.06133191524833162,,,,0.012158615952232422,0.4150027578599007,,1,0,,1,0,1,,-0.2959188285224243,0.21606000000000022,0,-1,0.5,0,,,,,,,
3713,MONDO_0005148,direct_only,ENSG00000136011,STAB2,stabilin 2,0.03764808204612791,,0.061016340033818,,,,0.01823792392834863,-0.1078874793160507,,0,0,,0,0,0,,-0.39195967452801656,0,0,0.5,1,0,,,,,,,
3714,MONDO_0005148,direct_only,ENSG00000176476,SGF29,SAGA complex associated factor 29,0.03763991156340541,,0.061914796406567,,,,,-0.5916161059018201,,0,1,,0,0,0,,-0.43423810300908944,0.9146749999999997,,-1,-1,0,,,,,,,
3715,MONDO_0005148,direct_only,ENSG00000170345,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",0.03759966902152749,,,,,,0.30924300240459424,-0.593050193050193,,1,0,255,1,0,0,,-0.9084862285588241,0.6842100000000002,0,-1,-1,0,,,,,,,
3716,MONDO_0005148,direct_only,ENSG00000145839,IL9,interleukin 9,0.03759095203983922,,,,,,0.30917130853974545,0.8379481522338665,,0,0,,0,0,1,0.2,-0.7595391007754537,0,,,,0,,,,,,,
3717,MONDO_0005148,direct_only,ENSG00000163884,KLF15,KLF transcription factor 15,0.03757461712844883,,,,,,0.3090369600953621,-0.7803640375068946,,0,0,,0,0,0,,-0.9601974882266656,0.2548099999999998,0,0,0.5,0,,,,,,,
3718,MONDO_0005148,direct_only,ENSG00000160868,CYP3A4,cytochrome P450 family 3 subfamily A member 4,0.03753370037245542,,,,,,0.30870043531199715,-0.2552675124103696,0,1,1,255,1,0,0,1,0,0,-0.71173,0.5,1,0,,,,,,,
3719,MONDO_0005148,direct_only,ENSG00000181939,OR4C15,olfactory receptor family 4 subfamily C member 15,0.037496061211639176,,0.061678173500914944,,,,,0.9190292333149477,,0,0,,0,1,0,,,0.08228000000000009,-0.06645500000000001,,,0,,,,,,,
3720,MONDO_0005148,direct_only,ENSG00000105825,TFPI2,tissue factor pathway inhibitor 2,0.03748093101748927,,0.05481406400729019,,,,0.13678442946261474,0.5474903474903474,,0,0,,0,0,1,,-0.632576877725722,0,0,0,1,0,,,,,,,
3721,MONDO_0005148,direct_only,ENSG00000147246,HTR2C,5-hydroxytryptamine receptor 2C,0.03745116061836375,,,,,,0.17258451461083085,,1,1,0,255,1,1,0,1,-0.9010071148307066,0.5305700000000002,0,0.5,0.75,0,0.26487544851938327,,,,,,
3722,MONDO_0005148,direct_only,ENSG00000099860,GADD45B,growth arrest and DNA damage inducible beta,0.03744404693739643,,0.050655094572027735,,,,0.2187503879472616,0.19724214009928298,,0,0,255,0,0,0,,-0.19699782846587355,0.65625,0,-1,-1,0,,,,,,,
3723,MONDO_0005148,direct_only,ENSG00000275302,CCL4,C-C motif chemokine ligand 4,0.037436741508107635,,,,,,0.3079029854646732,0.641257584114727,,0,0,,0,0,1,,0,0,-0.7826074999999999,0,0.5,0,,,,,,,
3724,MONDO_0005148,direct_only,ENSG00000204710,SPDYC,speedy/RINGO cell cycle regulator family member C,0.03743070213008181,,0.06157066277467087,,,,,0.17904026475455037,,0,0,,0,0,0,,,,0,1,0.5,,,,,,,,
3725,MONDO_0005148,direct_only,ENSG00000090263,MRPS33,mitochondrial ribosomal protein S33,0.03740808553813753,,0.05667001381737753,,,,0.09726892761785938,0.7227799227799228,,0,0,,0,0,0,,,0.10377500000000026,,-1,-1,0,,,,,,,
3726,MONDO_0005148,direct_only,ENSG00000095596,CYP26A1,cytochrome P450 family 26 subfamily A member 1,0.0374020723631193,,0.06091563818435293,,,,0.012158615952232422,0.6279095421952565,0,1,0,,1,0,0,0.2,-0.9203458707356323,0.6981900000000003,0,1,1,0,,,,,,,
