rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean,label,label_name,label_source,label_rule,label_version,disease_name,positive_tier,has_ot_gwas_credible_sets,has_ot_clinical_precedence,has_ot_europepmc,has_ot_gene_burden,has_ot_eva,n_ot_evidence_datasources_present,gwas_n_association_mentions,gwas_n_unique_snps,gwas_n_unique_studies,gwas_n_unique_pubmed_ids,gwas_n_unique_regions,gwas_max_pvalue_mlog,gwas_reported_gene_mentions,gwas_has_reported_gene_support,has_gwas_catalog_strict_t2d_mapping
470,MONDO_0005148,direct_only,ENSG00000184304,PRKD1,protein kinase D1,0.4004761562201954,,0.6547920347388735,,,,0.0792166569325228,-0.3470490899062327,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.7703862422732768,0.6655700000000003,-0.2160099999999999,0.0,-1.0,0.0,,,,,,,,470,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,4,4,4,1,10.522878745280336,1,1,1
471,MONDO_0005148,direct_only,ENSG00000152214,RIT2,Ras like without CAAX 2,0.4004207613225661,,0.6586617471852059,,,,,0.7844456701599558,,0.0,0.0,,0.0,0.0,0.0,,,0.5852550000000001,-0.1589849999999998,0.5,1.0,0.0,,,,,,,,471,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,2,1,8.045757490560675,0,0,1
472,MONDO_0005148,direct_only,ENSG00000184185,KCNJ12,potassium inwardly rectifying channel subfamily J member 12,0.4001086658668591,,0.6572364776625265,,,,0.0182379239283486,-0.8285714285714285,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.8036949999999997,-0.9653575,0.0,0.75,,,,,,,,,472,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,1,10.0,0,0,1
473,MONDO_0005148,direct_only,ENSG00000185008,ROBO2,roundabout guidance receptor 2,0.399992690600728,,0.6579576033525198,,,,,-0.7808052950910094,,0.0,0.0,,0.0,1.0,0.0,,-0.8826876019977344,0.7182600000000001,0.0,0.0,0.5,0.0,,,,,,,,473,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,4,1,4,4,1,14.397940008672036,1,1,1
474,MONDO_0005148,direct_only,ENSG00000134460,IL2RA,interleukin 2 receptor subunit alpha,0.399521114566649,,0.6369888318191071,,,,0.403861295311675,-0.1079977937120794,,0.0,0.0,,1.0,0.0,0.0,1.0,-0.8957419950085688,0.0,,0.0,0.5,0.0,,,,,,,,474,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,10.0,1,1,1
475,MONDO_0005148,direct_only,ENSG00000197134,ZNF257,zinc finger protein 257,0.3993149287651989,,0.6556268750024097,,,,0.0243172319044648,0.7578599007170437,,0.0,0.0,,0.0,0.0,0.0,,,,-0.2406749999999999,0.0,-1.0,0.0,,,,,,,,475,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,3,4,4,1,13.397940008672036,2,1,1
476,MONDO_0005148,direct_only,ENSG00000185920,PTCH1,patched 1,0.3990864125147249,,0.6564668447175509,,,,,-0.9814671814671816,,0.0,0.0,,0.0,0.0,0.0,,-0.9621206446885692,0.7753950000000003,0.0,0.0,0.5,0.0,,,,,255.0,,,476,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,6,2,6,4,1,16.0,1,1,1
477,MONDO_0005148,direct_only,ENSG00000174327,SLC16A13,solute carrier family 16 member 13,0.3988374047132273,,0.1693775081624767,,,,0.2601932012901797,0.5097628240485383,,0.0,0.0,,0.0,0.0,0.0,,-0.5411464434365861,0.3661949999999997,0.0,0.0,0.5,0.0,,,,0.607930797611621,,,,477,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,3,2,3,3,1,12.096910013008056,3,1,1
478,MONDO_0005148,direct_only,ENSG00000078237,TIGAR,TP53 induced glycolysis regulatory phosphatase,0.3987054447024946,,0.6475454724700871,,,,0.1658941824882512,0.3804743519029232,,0.0,0.0,,0.0,0.0,0.0,,-0.5938851849848659,0.0,,0.0,-1.0,0.0,,,,,,,,478,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
479,MONDO_0005148,direct_only,ENSG00000145725,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2,0.3986225708920531,,0.65418403347516,,,,0.030396539880581,0.0079426365140651,,0.0,0.0,,1.0,0.0,0.0,,-0.5977678978045564,0.7707149999999998,-0.1713599999999999,-1.0,-1.0,0.0,,,,,,,,479,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,5,2,4,3,1,36.22184874961636,3,1,1
480,MONDO_0005148,direct_only,ENSG00000116273,PHF13,PHD finger protein 13,0.3983385583941338,,0.6552366814760616,,,,,-0.9664644236072808,,0.0,0.0,,0.0,0.0,0.0,,-0.8302497724100485,0.6166649999999997,0.0,-1.0,-1.0,0.0,,,,,,,,480,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
481,MONDO_0005148,direct_only,ENSG00000064205,CCN5,cellular communication network factor 5,0.3979204797793298,,0.6257526481446603,,,,0.5759265151210979,0.6632101489244346,,0.0,0.0,,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,481,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
482,MONDO_0005148,direct_only,ENSG00000165671,NSD1,nuclear receptor binding SET domain protein 1,0.3979167886846087,,0.6527191099373403,,,,0.0364758478566972,-0.9829012686155544,,1.0,0.0,,1.0,1.0,0.0,,-0.440403107978502,0.1895400000000002,0.0,-1.0,-1.0,0.0,,,,,,,,482,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,8,6,7,6,1,18.045757490560675,0,0,1
483,MONDO_0005148,direct_only,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,0.3978417496122045,0.6162505001688946,,,,,0.7564545493068997,-0.8618863761720905,0.0,1.0,0.0,255.0,1.0,0.0,0.0,1.0,-0.9746906083086682,0.3377499999999998,-0.01904,0.0,0.5,0.0,,,,,,0.0155808503901047,,483,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,0,1,1,0,0,3,0,0,0,0,0,,0,0,0
484,MONDO_0005148,direct_only,ENSG00000112033,PPARD,peroxisome proliferator activated receptor delta,0.3976905276397999,0.619192432273311,,,,,0.6995657563771298,-0.8778819635962494,1.0,1.0,1.0,255.0,1.0,0.0,0.0,1.0,-0.910775438403202,0.6145150000000001,-0.0986399999999999,-1.0,-1.0,0.0,,,,,,,,484,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,0,1,1,0,0,2,0,0,0,0,0,,0,0,0
485,MONDO_0005148,direct_only,ENSG00000129083,COPB1,coat protein complex I subunit beta 1,0.3975623179151888,,0.6539598248305444,,,,,-0.9100937672366244,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.963275,,-1.0,-1.0,-1.0,,,,,,,,485,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,1,2,1,1,14.045757490560677,0,0,1
486,MONDO_0005148,direct_only,ENSG00000095015,MAP3K1,mitogen-activated protein kinase kinase kinase 1,0.397411472820308,,0.6432846748760456,,,,0.208540424551115,-0.8420297848869278,,1.0,0.0,,1.0,0.0,0.0,0.2,-0.9388655500383736,0.4841250000000002,0.0,-1.0,-1.0,0.0,,,,,,,,486,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,2,3,3,1,13.0,1,1,1
487,MONDO_0005148,direct_only,ENSG00000072310,SREBF1,sterol regulatory element binding transcription factor 1,0.3968813432418157,,0.6308779116640346,,,,0.4286929071931195,-0.4888030888030887,,1.0,0.0,255.0,1.0,0.0,0.0,,-0.8539305341019628,0.0061050000000001,0.0,-1.0,0.5,0.0,,,,,,0.0237202279953372,,487,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,3,2,1,2,1,1,13.69897000433602,0,0,1
488,MONDO_0005148,direct_only,ENSG00000197467,COL13A1,collagen type XIII alpha 1 chain,0.3963661085646427,,0.6519921512807824,,,,,-0.1432984004412576,,0.0,0.0,,0.0,1.0,0.0,,-0.3124930174902565,0.3612650000000002,0.0,0.0,0.5,0.0,,,,,,,,488,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
489,MONDO_0005148,direct_only,ENSG00000215644,GCGR,glucagon receptor,0.3963641632451852,0.6108037411810492,,0.0,,,0.8237042039387922,0.0894649751792608,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.9233528594113448,0.0880499999999997,0.0,0.5,0.75,0.0,,,,,,,,489,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,0,1,1,0,1,3,0,0,0,0,0,,0,0,0
490,MONDO_0005148,direct_only,ENSG00000154269,ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3,0.3962130693918248,,0.6467376496068904,,,,0.1000552771069126,0.4026475455046883,,1.0,0.0,,1.0,1.0,0.0,0.2,-0.567880538551157,0.0399999999999998,0.0,0.0,0.5,0.0,,,,,,,,490,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,5,2,5,4,1,11.045757490560677,1,1,1
491,MONDO_0005148,direct_only,ENSG00000148123,PLPPR1,phospholipid phosphatase related 1,0.3961704616868737,,0.6516703270229267,,,,,-0.646442360728075,,0.0,0.0,,0.0,0.0,0.0,,,0.8153849999999998,0.0,0.5,0.75,0.0,,,,,,,,491,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
492,MONDO_0005148,direct_only,ENSG00000205356,TECPR1,tectonin beta-propeller repeat containing 1,0.3960907619372699,,0.6515392269866775,,,,,0.1509100937672365,,0.0,0.0,,0.0,0.0,0.0,,,0.3304699999999997,,-1.0,-1.0,0.0,,,,,,,,492,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
493,MONDO_0005148,direct_only,ENSG00000082438,COBLL1,cordon-bleu WH2 repeat protein like 1,0.3955679635678213,,0.6368194101725194,,,,0.2771970638823405,-0.4868174296745725,,0.0,0.0,,0.0,0.0,0.0,,-0.1910289739010337,0.0,0.0,-1.0,0.5,0.0,,,,,,,,493,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,35,12,29,19,1,88.0,5,1,1
494,MONDO_0005148,direct_only,ENSG00000162341,TPCN2,two pore segment channel 2,0.3948165461272429,,0.636989664244146,,,,0.2490714898039175,0.0138996138996139,,0.0,0.0,,0.0,0.0,0.0,,-0.2435733381782245,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,494,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,7,5,7,4,1,14.69897000433602,4,1,1
495,MONDO_0005148,direct_only,ENSG00000055955,ITIH4,inter-alpha-trypsin inhibitor heavy chain 4,0.3941743307406911,,0.646533498604485,,,,0.0370668916877085,-0.2323221180364038,,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,495,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
496,MONDO_0005148,direct_only,ENSG00000007171,NOS2,nitric oxide synthase 2,0.3940279178819834,,0.6133148764427705,,,,0.6966225742221646,-0.190954219525648,0.0,1.0,1.0,255.0,1.0,0.0,0.0,0.7,-0.9792351531703024,0.02862,0.0,0.5,0.75,0.0,,,,,,,,496,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
497,MONDO_0005148,direct_only,ENSG00000278311,GGNBP2,gametogenetin binding protein 2,0.3937242599061363,,0.6476465108413023,,,,,-0.9558742415885272,,0.0,0.0,,0.0,0.0,0.0,,-0.8700064946513109,0.813485,,-1.0,-1.0,0.0,,,,,,,,497,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,0,0,0,0,0,,0,0,0
498,MONDO_0005148,direct_only,ENSG00000121671,CRY2,cryptochrome circadian regulator 2,0.3933168102652702,,0.6312906215617617,,,,0.3137133111846187,-0.573634859349145,,1.0,0.0,,1.0,0.0,0.0,,,0.7217550000000003,-0.2664425000000001,-1.0,-1.0,0.0,,,,,,,,498,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,6,2,6,4,1,19.522878745280337,1,1,1
499,MONDO_0005148,direct_only,ENSG00000160299,PCNT,pericentrin,0.3929088340954342,,0.644451852716123,,,,0.0370668916877085,-0.0458907887479316,,0.0,0.0,,0.0,0.0,0.0,,-0.9556668065605868,0.0,0.0,0.0,1.0,0.0,,,,,,,,499,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,2,2,2,2,1,10.69897000433602,0,0,1
500,MONDO_0005148,direct_only,ENSG00000117280,RAB29,"RAB29, member RAS oncogene family",0.392213994216991,,0.6434144374186831,,,,0.0349560208626682,-0.3045780474351903,,0.0,0.0,,1.0,0.0,0.0,,,0.6798050000000003,0.0,-1.0,0.5,0.0,,,,,,,,500,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,15.0,0,0,1
501,MONDO_0005148,direct_only,ENSG00000184371,CSF1,colony stimulating factor 1,0.3921934085658997,,0.6327001166493796,,,,0.2485651995904814,-0.8565912851627138,,0.0,0.0,255.0,0.0,1.0,1.0,0.2,-0.9218636415568556,0.0,,-1.0,-1.0,0.0,,,,,,,,501,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,2,3,3,1,14.0,0,0,1
502,MONDO_0005148,direct_only,ENSG00000152270,PDE3B,phosphodiesterase 3B,0.3919123707023857,,0.6399489870040663,,,,0.094342073588674,-0.0232763375620518,,1.0,1.0,255.0,1.0,0.0,0.0,1.0,-0.3120769105269763,0.06475,0.0,0.0,0.5,0.0,,,,,,,,502,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,2,4,4,1,23.69897000433602,1,1,1
503,MONDO_0005148,direct_only,ENSG00000165029,ABCA1,ATP binding cassette subfamily A member 1,0.3916238458632042,,0.6145238738749017,,,,0.593352307134613,-0.6174296745725317,,0.0,0.0,,0.0,1.0,0.0,1.0,-0.9513776976647986,0.7655900000000002,0.0,-1.0,-1.0,0.0,,,,,,,,503,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,7.522878745280337,1,1,1
504,MONDO_0005148,direct_only,ENSG00000101187,SLCO4A1,solute carrier organic anion transporter family member 4A1,0.3914569461861749,,0.6439169519361292,,,,,0.1651406508549366,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.5,0.0,,,,,,,,504,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,6,3,6,5,1,20.0,0,0,1
505,MONDO_0005148,direct_only,ENSG00000198597,ZNF536,zinc finger protein 536,0.3912208039138466,,0.6435285158291644,,,,,-0.9270821842250414,,0.0,0.0,,0.0,0.0,0.0,,-0.1766567774881522,0.4346150000000001,0.0,0.0,0.5,0.0,,,,,,,,505,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,7.522878745280337,0,0,1
506,MONDO_0005148,direct_only,ENSG00000169925,BRD3,bromodomain containing 3,0.3904317637415777,,0.6422306046600498,,,,,-0.7997793712079426,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.5683664173652936,0.7727249999999998,-0.09091,-1.0,-1.0,0.0,,,,,,,,506,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,2,2,2,2,1,15.397940008672036,0,0,1
507,MONDO_0005148,direct_only,ENSG00000138081,FBXO11,F-box protein 11,0.3902700132166312,,0.6419645373287317,,,,,-0.9473800330943188,,0.0,0.0,,0.0,0.0,0.0,,-0.8868480052834479,0.5307450000000002,0.0,-1.0,-1.0,0.0,,,,,255.0,,,507,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,1,1,1,1,1,8.0,0,0,1
508,MONDO_0005148,direct_only,ENSG00000115267,IFIH1,interferon induced with helicase C domain 1,0.390261652641401,,0.6365935687025156,,,,0.1071443222961367,0.6105901820187534,,0.0,0.0,,0.0,0.0,0.0,,-0.8690988665881207,0.0,0.0,-1.0,0.5,0.0,,,,,,,,508,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,11.0,1,1,1
509,MONDO_0005148,direct_only,ENSG00000134363,FST,follistatin,0.3901092104474015,,0.6096367467196311,,,,0.6412656452794167,-0.9169332597904026,,0.0,0.0,,0.0,0.0,1.0,,-0.8036722955115921,0.8691850000000002,0.0,0.0,0.5,0.0,,,,,,,,509,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,3,2,2,1,11.0,0,0,1
510,MONDO_0005148,direct_only,ENSG00000164574,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,0.3899428661969093,,0.6397545956291453,,,,0.0334361938686391,-0.4606729178157749,,0.0,1.0,,1.0,1.0,0.0,,,0.76783,-0.2827525000000001,-1.0,0.5,0.0,,,,,,,,510,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
511,MONDO_0005148,direct_only,ENSG00000100284,TOM1,target of myb1 membrane trafficking protein,0.3899082913431183,,0.6413695323134669,,,,,-0.1777164920022063,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4715449999999997,-0.085365,-1.0,0.5,0.0,,,,,,,,511,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,0,0,0,1,3,3,3,3,1,10.30102999566398,0,0,1
512,MONDO_0005148,direct_only,ENSG00000183579,ZNRF3,zinc and ring finger 3,0.3898433431746916,,0.6392278180327821,,,,0.0406975895067779,-0.685273028130171,,0.0,0.0,,0.0,0.0,0.0,,-0.4699633750755963,0.2574800000000003,0.0,0.0,-1.0,0.0,,,,,,,,512,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,5,2,4,4,1,11.096910013008056,1,1,1
513,MONDO_0005148,direct_only,ENSG00000149256,TENM4,teneurin transmembrane protein 4,0.3896901748487271,,0.6402508337454409,,,,0.0151982699402905,-0.77573083287369,,0.0,0.0,,0.0,1.0,0.0,,-0.8817217747665825,0.8031799999999997,-0.1729875,0.0,0.5,0.0,,,,,,,,513,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,9.0,0,0,1
514,MONDO_0005148,direct_only,ENSG00000162924,REL,"REL proto-oncogene, NF-kB subunit",0.3895915498670945,,0.6397170898743488,,,,0.0226285352444325,-0.7759514616657474,,0.0,0.0,,0.0,0.0,0.0,,-0.7959582839306256,0.0,0.0,-1.0,0.5,0.0,,,,,,,,514,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,0,0,0,0,0,,0,0,0
515,MONDO_0005148,direct_only,ENSG00000111252,SH2B3,SH2B adaptor protein 3,0.3884478853652723,,0.6368848590867472,,,,0.0416483257263761,0.5607280750137893,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,-1.0,0.5,0.0,,,,,255.0,,,515,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,31.0,2,1,1
516,MONDO_0005148,direct_only,ENSG00000164916,FOXK1,forkhead box K1,0.3881114280180317,,0.6378058977874936,,,,0.0121586159522324,-0.4862658576944291,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.4133699999999997,0.0,-1.0,-1.0,0.0,,,,,,,,516,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,4,3,4,3,1,10.69897000433602,0,0,1
517,MONDO_0005148,direct_only,ENSG00000141452,RMC1,regulator of MON1-CCZ1,0.3879020331686376,,0.6064884059941439,,,,0.6316196792741667,-0.607280750137893,,0.0,0.0,,0.0,0.0,0.0,,,0.7488599999999999,,-1.0,-1.0,0.0,,,,,,,,517,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,3,2,3,2,1,18.39794000867204,0,0,1
518,MONDO_0005148,direct_only,ENSG00000138190,EXOC6,exocyst complex component 6,0.3878602080510184,,0.6172254001552324,,,,0.4155038132009427,-0.3033645890788747,,0.0,0.0,,0.0,0.0,0.0,,-0.7014151656623127,0.5460200000000001,-0.284825,-1.0,1.0,0.0,,,,,,,,518,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,18,13,10,8,1,39.04575749056068,0,0,1
519,MONDO_0005148,direct_only,ENSG00000102572,STK24,serine/threonine kinase 24,0.3875482388597759,,0.6355960849252378,,,,0.037826805184723,-0.6519580805295091,1.0,1.0,1.0,255.0,1.0,0.0,0.0,,-0.1105967329864757,0.75638,-0.2981449999999999,-1.0,-1.0,0.0,,,,,,,,519,1,T2D_positive,Open Targets Platform,OpenTargets_association_score_ge_0.30,Positive_Label_v1,type 2 diabetes mellitus,Tier_B_strong_positive_0.30_to_0.50,1,0,1,0,0,2,1,1,1,1,1,8.397940008672037,0,0,1
